Brand,Variety,Style,Country,Stars,Country / Region,2014,2015,2016,2017,2018
Asian Thai Foods,Gaurav Chicken Seasoning,Pack,Nepal,3.75,Nepal,"1,110","1,190","1,340","1,480","1,570"
Tablemark,Downtown Ramen Shop Shoyu,Pack,Japan,4.75,Japan,"5,500","5,540","5,660","5,660","5,780"
Koka,Oriental Style Instant Noodles Crab Flavour,Pack,Singapore,3.75,Singapore,130,130,130,130,130
Nissin,Yakisoba,Pack,Japan,5,Japan,"5,500","5,540","5,660","5,660","5,780"
Indomie,Instant Noodle Beef & Lime Flavour,Pack,Indonesia,4.25,Indonesia,"13,430","13,200","13,010","12,620","12,540"
Hi-Myon,Katsuo Udon,Pack,South Korea,4,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Kamfen,E-Men Noodles Abalone Soup Flavor,Pack,China/Hong Kong,3.75,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Tesco,Everyday Value Spicy Curry Flavour Noodles,Cup,United Kingdom,1.5,UK,360,360,360,360,370
Wei Lih,What’s That? Leisure Meatballs Chicken Flavor,Pack,Taiwan,3.75,Taiwan,710,680,770,820,830
Nissin,Big Cup Noodles Habanero Lime Shrimp Flavor Ramen Noodle Soup,Cup,United States,3.5,USA,"4,280","4,080","4,100","4,130","4,400"
Oyatsu,Baby Star Ramen Round Chikinmini,Pack,Japan,3.5,Japan,"5,500","5,540","5,660","5,660","5,780"
Lucky Me!,Special Instant Pancit Bihon With Kalamansi,Pack,Philippines,3.25,Philippines,"3,320","3,480","3,410","3,750","3,980"
Campbell's,Hearty Noodles Chicken Flavour,Cup,Canada,2.75,Canada,190,190,190,190,190
GaGa,Mie Jepeng Goreng Rasa Ayam Lada Hitam,Pack,Indonesia,4,Indonesia,"13,430","13,200","13,010","12,620","12,540"
Myojo,Japanese Style Noodles Shio Flavor,Pack,United States,5,USA,"4,280","4,080","4,100","4,130","4,400"
Samyang Foods,Ganjjampong,Bowl,South Korea,4.25,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Maruchan,Fresh Yaki-Soba Stir Fry Noodles With Seasoning Sauce Base,Pack,Japan,4.25,Japan,"5,500","5,540","5,660","5,660","5,780"
Nagao Noodle,Ramen Kamen Thasos Galle Pork Bone,Pack,Japan,4.25,Japan,"5,500","5,540","5,660","5,660","5,780"
Sau Tao,Oat Noodle Sesame Oil Flavored,Pack,China/Hong Kong,3.75,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
ABC,Selera Pedas Mi Rebus Hot Gulai Flavor,Pack,Indonesia,4.75,Indonesia,"13,430","13,200","13,010","12,620","12,540"
Ko-Lee,Taste Sensation Instant Noodles Curry Flavour,Pack,United Kingdom,3.75,UK,360,360,360,360,370
Mr. Noodles,Kimchi Bowl Noodles Oriental Noodle With Soup Base,Bowl,Canada,2.75,Canada,190,190,190,190,190
Thai Pavilion,spicy Pad Thai Instant Noodles & Sauce,Tray,United States,4.25,USA,"4,280","4,080","4,100","4,130","4,400"
Tokyo Noodle,Mini Instant Noodles Artificial Chicken Flavor,Pack,Japan,5,Japan,"5,500","5,540","5,660","5,660","5,780"
Nissin,Pan Asian Kitchen Sukiyaki Beef Flavor Savory Soy Sauce Ramen Noodles,Tray,United States,3.75,USA,"4,280","4,080","4,100","4,130","4,400"
Maitri,Vegetarian Fried Noodles (Mie Goreng),Pack,Indonesia,4,Indonesia,"13,430","13,200","13,010","12,620","12,540"
Samyang Foods,Samyang Ramyun (SK Version),Cup,South Korea,3.5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Mama,Oriental Style Instant Kua-Chap Clear Soup,Pack,Thailand,3.75,Thailand,"3,070","3,070","3,360","3,390","3,460"
Golden Wheat,Korean Style Stew Beef Cooking Noodle,Pack,China/Hong Kong,3.25,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
GS25,Gonghwachun Jjajangmyun,Pack,South Korea,4.5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
La Fonte,Spaghetti With Bolognese Sauce,Box,Indonesia,4.25,Indonesia,"13,430","13,200","13,010","12,620","12,540"
Chencun,Spicy Beef,Cup,China/Hong Kong,3.5,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Nissin,Demae Ramen Kimchi Flavour Instant Noodle With Soup Base,Bowl,China/Hong Kong,3.5,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Nissin,Raoh Rich Soy Sauce With Roast Pork (2 Slices),Bowl,Japan,4.5,Japan,"5,500","5,540","5,660","5,660","5,780"
Nongshim,Doong Ji Authentic Korean Cold Noodles With Chili Sauce,Tray,South Korea,5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Western Family,Instant Noodles Chicken Flavour,Pack,Canada,3.5,Canada,190,190,190,190,190
Myojo,Ippei-chan Yomise No Yakisoba Teriyaki Mayo Flavor,Tray,Japan,5,Japan,"5,500","5,540","5,660","5,660","5,780"
Batchelors,Super Noodles Mild Mexican Chilli,Pack,United Kingdom,3,UK,360,360,360,360,370
Eat & Go,Spicy Chicken Mi Instan Cup,Cup,Indonesia,4.25,Indonesia,"13,430","13,200","13,010","12,620","12,540"
Tropicana Slim,Low Fat Noodles Hainan Chicken,Pack,Indonesia,3.75,Indonesia,"13,430","13,200","13,010","12,620","12,540"
Amianda,Homely Dried Noodles - Sesame Pate,Pack,Taiwan,3.75,Taiwan,710,680,770,820,830
Amianda,Tachia Noodles - Hot & Spicy Sauce,Pack,Taiwan,3.5,Taiwan,710,680,770,820,830
Amianda,Tachia Dried Noodles - Fried Shallot,Pack,Taiwan,3.25,Taiwan,710,680,770,820,830
Amianda,Thin Noodles - Sesame Oil,Pack,Taiwan,4.25,Taiwan,710,680,770,820,830
Amianda,Hakka Flat Noodles - Satay Sauce,Pack,Taiwan,4.5,Taiwan,710,680,770,820,830
Amianda,Tachia Dried Noodles - Rou Zhou Meat Sauce,Pack,Taiwan,5,Taiwan,710,680,770,820,830
Amianda,Homely Dried Noodles - Original Flavor ,Pack,Taiwan,4,Taiwan,710,680,770,820,830
Amianda,Dried Noodles - Spicy Sauerkraut,Pack,Taiwan,3.25,Taiwan,710,680,770,820,830
Amianda,Hakka Flat Noodles - Fried Bean Sauce,Pack,Taiwan,4.25,Taiwan,710,680,770,820,830
Amianda,Tachia Dried Noodles - Peppery,Pack,Taiwan,3.75,Taiwan,710,680,770,820,830
MyKuali,Penang White Curry Noodle,Pack,Malaysia,5,Malaysia,"1,340","1,370","1,390","1,310","1,370"
Sawadee,Indian Curry Flavour,Pack,United Kingdom,3,UK,360,360,360,360,370
Vina Acecook,Hao Hao Mi Goreng Shrimp & Onion Flavour,Pack,Vietnam,3.5,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Mr. Noodles,Noodles In A Cup Chicken Simulated Flavour,Cup,Canada,1.5,Canada,190,190,190,190,190
Nissin,GooTa Demi Hamburg-Men,Cup,Japan,4.75,Japan,"5,500","5,540","5,660","5,660","5,780"
Indomie,Mi Goreng Cabe Ijo,Pack,Indonesia,4.5,Indonesia,"13,430","13,200","13,010","12,620","12,540"
Deshome,Aloe Noodle Sesame Sauce,Pack,Taiwan,3.25,Taiwan,710,680,770,820,830
Deshome,Black Eyed Beans Noodle Basil Sauce & Sesame Sauce,Pack,Taiwan,3.5,Taiwan,710,680,770,820,830
Deshome,Aloe Noodle Vegetable Sauce,Pack,Taiwan,5,Taiwan,710,680,770,820,830
Deshome,Black Eyed Beans Noodle Spicy Soybean Sauce & Sesame Sauce,Pack,Taiwan,3.75,Taiwan,710,680,770,820,830
Deshome,Aloe Noodle Red Onion & Sesame Sauce,Pack,Taiwan,5,Taiwan,710,680,770,820,830
Deshome,Black Eyed Beans Noodle Vegetable Sauce & Sesame Sauce,Pack,Taiwan,3.75,Taiwan,710,680,770,820,830
Deshome,Aloe Noodle With Basil Sauce,Pack,Taiwan,5,Taiwan,710,680,770,820,830
Deshome,Pollen Noodles Sesame Sauce & Soy Sauce,Pack,Taiwan,4.25,Taiwan,710,680,770,820,830
Deshome,Black Eyed Bean Noodle Red Onion Sauce & Sesame Sauce,Pack,Taiwan,3.75,Taiwan,710,680,770,820,830
Deshome,Aloe Noodle With Spicy Soybean Sauce,Pack,Taiwan,4,Taiwan,710,680,770,820,830
Nissin,Raoh Soy Sauce Taste,Pack,Japan,4,Japan,"5,500","5,540","5,660","5,660","5,780"
HoMyeonDang,Premium Noodle House Pork & Seafood Flavor,Pack,South Korea,4,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Nissin,Raoh Rich Miso Flavor,Bowl,Japan,5,Japan,"5,500","5,540","5,660","5,660","5,780"
Koka,Oriental Instant Noodles Stir Fried Noodles,Pack,Singapore,3.75,Singapore,130,130,130,130,130
Nissin,Cup Noodle Red Shock,Cup,Japan,3.75,Japan,"5,500","5,540","5,660","5,660","5,780"
Tasty Bite,1 Step-1 Minute Asian Noodles Pad Thai,Pack,United States,3.5,USA,"4,280","4,080","4,100","4,130","4,400"
Tasty Bite,1 Step-1 Minute Asian Noodles Kung Pao,Pack,United States,4.25,USA,"4,280","4,080","4,100","4,130","4,400"
Tasty Bite,1 Step-1 Minute Asian Noodles Mushroom Lo Mein,Pack,United States,4,USA,"4,280","4,080","4,100","4,130","4,400"
Tasty Bite,1 Step-1 Minute Asian Noodles Thai Basil,Pack,United States,3.75,USA,"4,280","4,080","4,100","4,130","4,400"
Tasty Bite,1 Step-1 Minute Asian Noodles Lemongrass Ginger,Pack,United States,3.75,USA,"4,280","4,080","4,100","4,130","4,400"
Tasty Bite,1 Step-1 Minute Asian Noodles Toasted Sesame,Pack,United States,4,USA,"4,280","4,080","4,100","4,130","4,400"
Star Anise Foods,Happy Pho Vietnamese Brown Rice Noodle Soup Garlic Goodness,Pack,United States,3.75,USA,"4,280","4,080","4,100","4,130","4,400"
Mamee,Oriental Noodles Curry Flavour,Pack,Malaysia,3.25,Malaysia,"1,340","1,370","1,390","1,310","1,370"
A-Sha Dry Noodle,Dry Noodle Mandarin Noodle - Original Sauce,Pack,Taiwan,4,Taiwan,710,680,770,820,830
A-Sha Dry Noodle,Dry Noodle Hakka Noodle - Spicy Sesame Oil Sauce,Pack,Taiwan,3.5,Taiwan,710,680,770,820,830
A-Sha Dry Noodle,Dry Noodle Mandarin Noodle - Onion Oil Sauce,Pack,Taiwan,5,Taiwan,710,680,770,820,830
A-Sha Dry Noodle,Dry Noodle QQ Thin Noodle - BBQ Sauce,Pack,Taiwan,5,Taiwan,710,680,770,820,830
A-Sha Dry Noodle,No. 10 Mandarin Noodle - Black Pepper Sauce,Pack,Taiwan,3.75,Taiwan,710,680,770,820,830
A-Sha Dry Noodle,Dry Noodle Tainan Noodle - Sesame Sauce,Pack,Taiwan,4,Taiwan,710,680,770,820,830
A-Sha Dry Noodle,Dry Noodle Hakka Noodle - Chili Sauce,Pack,Taiwan,4.25,Taiwan,710,680,770,820,830
Maruchan,Seimen Japanese Instant Ramen Noodles Soy Sauce Taste,Pack,Japan,3.75,Japan,"5,500","5,540","5,660","5,660","5,780"
Knorr,Japanese Pork Bone Flavour Quick Serve Macaroni,Pack,China/Hong Kong,3,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Mr. Noodles,Bowl Beef Simulated Flavor,Bowl,Canada,2,Canada,190,190,190,190,190
Ottogi,Cheese Bokki,Cup,South Korea,3.5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
New Touch,Yakisoba Noodle,Tray,Japan,4,Japan,"5,500","5,540","5,660","5,660","5,780"
Myojo,Stir Fry Noodles Japanese Style Noodles With Sauce,Pack,United States,4,USA,"4,280","4,080","4,100","4,130","4,400"
Nissin,Chow Mein Chicken,Tray,United States,3.5,USA,"4,280","4,080","4,100","4,130","4,400"
Nongshim,Shin Ramyun Noodle Spicy Mushroom,Bowl,China/Hong Kong,3.25,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Chewy,Rice Vermicelli Satay Chicken,Pack,China/Hong Kong,3,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Nongshim,Potato Pork Ramyun,Pack,China/Hong Kong,5,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Ko-Lee,Instant Noodles Super Chow Mein,Pack,United Kingdom,4,UK,360,360,360,360,370
Western Family,Instant Noodles Vegetable Flavour,Pack,Canada,1,Canada,190,190,190,190,190
Maruchan,Bowl Hot & Spicy Shrimp Flavor Ramen Noodles With Vegetables,Bowl,United States,4.25,USA,"4,280","4,080","4,100","4,130","4,400"
Itomen,Chanponmen,Pack,Japan,4.25,Japan,"5,500","5,540","5,660","5,660","5,780"
Emart,Dare You Habanero Jjamppong,Pack,South Korea,4,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Golden Wheat,Korean Style Spicy Shrimp Noodle Soup,Bowl,China/Hong Kong,3.5,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Wei Lih,Spicy Sichuan Flavor Instant Noodle,Bowl,Taiwan,3.5,Taiwan,710,680,770,820,830
Western Family,Instant Noodles In A Cup Spicy Chicken,Cup,Canada,2.25,Canada,190,190,190,190,190
Nissin,King Cup Noodle BBQ Chicken & Onion,Cup,Japan,3.75,Japan,"5,500","5,540","5,660","5,660","5,780"
Mama,Authentic Thai Cuisine Pad Thai,Pack,Thailand,4,Thailand,"3,070","3,070","3,360","3,390","3,460"
HoMyeonDang,Premium Noodle House Don Ramyun,Pack,South Korea,4,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Samyang Foods,60 Ingredients Assorted Vegetable SK Version,Pack,South Korea,3.75,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Samyang Foods,Nagasaki Crab Jjampong,Pack,South Korea,5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Samyang Foods,Buldalk Bokkeummyeon (Hot Fried Chicken Ramyun),Pack,South Korea,4,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Samyang Foods,Yukgaejang Beef Ramyun,Bowl,South Korea,4,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Samyang Foods,Bajirak Kalgugsu,Pack,South Korea,3.75,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Samyang Foods,Hot Chacharoni,Pack,South Korea,3.75,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
HoMyeonDang,Premium Noodle House Tofu Fried Noodle,Pack,South Korea,3.5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Samyang Foods,Samyang Ramyun,Pack,South Korea,4.5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
HoMyeonDang,Premuim Noodle House Crab Jjampong,Pack,South Korea,5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Samyang Foods,Beef Flavor Ramyun (SK Version),Pack,South Korea,4.25,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Samyang Foods,Nagasaki Jjampong,Bowl,South Korea,4.75,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Samyang Foods,Kimchi Ramyun (SK Version),Pack,South Korea,4,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Samyang Foods,Ganjjampong,Pack,South Korea,4.25,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Samyang Foods,Sutah (SK Version),Pack,South Korea,3.75,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Nissin,Big Cup Noodles Habanero Lime Chicken Flavor Ramen Noodle Soup,Cup,United States,3.5,USA,"4,280","4,080","4,100","4,130","4,400"
Tradition,Oriental Style Ramen Noodle Soup,Pack,United States,2.75,USA,"4,280","4,080","4,100","4,130","4,400"
Nissin,King Spa Oh Peperoncino Spaghetti (日清生タイプSpa王 ペペロンチーノ),Bowl,Japan,4.25,Japan,"5,500","5,540","5,660","5,660","5,780"
Vina Acecook,Oh! Ricey Hủ Tiếu Sườn Heo (Pork Spareribs Flavour),Pack,Vietnam,3.5,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Unox,Good Noodles Oosterse Kip (Oriental Chicken),Pack,Netherlands,3.5,Netherlands,20,20,20,30,20
Maruchan,Bowl Hot & Spicy Chicken Flavor Ramen Noodles With Vegetables,Bowl,United States,4,USA,"4,280","4,080","4,100","4,130","4,400"
Golden Wheat,Korean Style Spicy Beef Noodle Soup,Bowl,China/Hong Kong,3.75,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Western Family,Instant Noodles In A Cup Oriental,Cup,Canada,2,Canada,190,190,190,190,190
Ottogi,Sesame Flavor Noodle Bowl,Bowl,South Korea,3.5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Nissin,Demae Ramen Sesame Oil Flavour Noodles With Soup Base,Bowl,China/Hong Kong,4.5,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Amino,Barszcz czerwony (Borscht),Pack,Poland,4,Poland,300,310,310,310,310
Four Seas,Chicken Flavour,Bowl,China/Hong Kong,2.75,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Wai Wai,Artificial Pork Flavour,Pack,Thailand,3,Thailand,"3,070","3,070","3,360","3,390","3,460"
Nissin,Chow Mein Spicy Teriyaki Beef,Tray,United States,4.5,USA,"4,280","4,080","4,100","4,130","4,400"
Mr. Noodles,Bowl Spicy Chicken Simulated Flavour,Bowl,Canada,2,Canada,190,190,190,190,190
Paldo,ДОШИРАК (Dosirac) Beef Flavor,Pack,South Korea,3.5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Maruchan,Yakisoba Beef Taco Flavor,Tray,United States,4.25,USA,"4,280","4,080","4,100","4,130","4,400"
Pot Noodle,Tony's Doner Kebab,Cup,United Kingdom,1.5,UK,360,360,360,360,370
Nongshim,Shin Ramyun Black Spicy Beef,Cup,South Korea,4.5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Sakurai Foods,Miso Stew Instant Udon (Winter),Pack,Japan,4.25,Japan,"5,500","5,540","5,660","5,660","5,780"
Maruchan,Bowl Chicken Flavor,Bowl,United States,4,USA,"4,280","4,080","4,100","4,130","4,400"
Ko-Lee,Instant Noodles Beef,Pack,United Kingdom,3,UK,360,360,360,360,370
Wai Wai,Tom Yum Shrimp Flavour,Pack,Thailand,3.25,Thailand,"3,070","3,070","3,360","3,390","3,460"
Unox,Sate,Pack,Netherlands,3.5,Netherlands,20,20,20,30,20
Prima Taste,Singapore Laksa La Mian,Pack,Singapore,5,Singapore,130,130,130,130,130
Prima Taste,Singapore Curry La Mian,Pack,Singapore,5,Singapore,130,130,130,130,130
Nissin,Pan Asian Kitchen Spicy Pad Thai,Tray,United States,2.75,USA,"4,280","4,080","4,100","4,130","4,400"
GS25,Gonghwachun Jjamppong,Pack,South Korea,4,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Amino,Ogorkowa,Pack,Poland,3.25,Poland,300,310,310,310,310
Trident,Singapore Soft Noodles,Pack,Australia,2.75,Australia,360,370,380,390,410
Paldo,Jong-Gah-Jip Kimchi Ramen,Pack,South Korea,4,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Ko-Lee,Go Noodles Thai Hot & Spicy Tom Yum,Cup,United Kingdom,1,UK,360,360,360,360,370
Sun Noodle,Ramen Shoyu Flavor,Tray,United States,5,USA,"4,280","4,080","4,100","4,130","4,400"
Sun Noodle,Tantanmen Spicy Sesame (Mild),Tray,United States,3.75,USA,"4,280","4,080","4,100","4,130","4,400"
Sun Noodle,Ramen Miso Flavor,Tray,United States,5,USA,"4,280","4,080","4,100","4,130","4,400"
S&S,Saimin,Pack,United States,4,USA,"4,280","4,080","4,100","4,130","4,400"
Sun Noodle,Cold Ramen Soy Sauce Vinaigrette,Tray,United States,4,USA,"4,280","4,080","4,100","4,130","4,400"
Sun Noodle,Nama Soba Buckwheat Noodle,Tray,United States,4,USA,"4,280","4,080","4,100","4,130","4,400"
Sun Noodle,Ramen Pork Flavor,Tray,United States,5,USA,"4,280","4,080","4,100","4,130","4,400"
Sun Noodle,Yakisoba,Pack,United States,4.5,USA,"4,280","4,080","4,100","4,130","4,400"
Nissin,Donbei Tensoba,Bowl,Japan,4,Japan,"5,500","5,540","5,660","5,660","5,780"
Ottogi,Spaghetti Ramen,Bowl,South Korea,4.5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Pot Noodle,Chilli Beef Flavour,Cup,United Kingdom,2.25,UK,360,360,360,360,370
Annie Chun's,Ramen House Spicy Chicken Ramen,Pack,United States,4,USA,"4,280","4,080","4,100","4,130","4,400"
Springlife,Spinach With Organic Noodles,Pack,China/Hong Kong,3,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Annie Chun's,Soup Bowl Chinese Chicken,Bowl,United States,4.25,USA,"4,280","4,080","4,100","4,130","4,400"
Annie Chun's,Noodle Express Spicy Szechuan,Tray,United States,2,USA,"4,280","4,080","4,100","4,130","4,400"
Annie Chun's,Soup Bowl Vietnamese Pho,Bowl,United States,4,USA,"4,280","4,080","4,100","4,130","4,400"
Annie Chun's,Noodle Express Teriyaki,Tray,United States,3,USA,"4,280","4,080","4,100","4,130","4,400"
Annie Chun's,Soup Bowl South Korean Kimchi,Bowl,United States,4.5,USA,"4,280","4,080","4,100","4,130","4,400"
Annie Chun's,Ramen House Spring Vegetable Ramen,Pack,United States,4,USA,"4,280","4,080","4,100","4,130","4,400"
Annie Chun's,Noodle Express Chinese Chow Mein,Tray,United States,3.75,USA,"4,280","4,080","4,100","4,130","4,400"
Nissin,Raoh Backfat Rich Soy Sauce Flavor,Bowl,Japan,5,Japan,"5,500","5,540","5,660","5,660","5,780"
Pot Noodle,Mr. Chu’s Golden Noodle No. 7 Sticky Rib,Cup,United Kingdom,3.25,UK,360,360,360,360,370
Nongshim,Bowl Noodle Soup Spicy Seafood Flavor (New Version),Bowl,United States,4.25,USA,"4,280","4,080","4,100","4,130","4,400"
Trident,Chow Mein Soft Noodles,Pack,Australia,2.75,Australia,360,370,380,390,410
Nissin,Bowl Noodles Hot & Spicy Super Picante,Bowl,United States,3.25,USA,"4,280","4,080","4,100","4,130","4,400"
Sakurai Foods,ARCHE Naturküche Ramen Mit Ingwer,Pack,Japan,3.25,Japan,"5,500","5,540","5,660","5,660","5,780"
Sakurai Foods,Soy Sauce Ramen,Bowl,Japan,4.25,Japan,"5,500","5,540","5,660","5,660","5,780"
Sakurai Foods,100% Vegetarian Soy Sauce Flavor,Pack,Japan,4.25,Japan,"5,500","5,540","5,660","5,660","5,780"
Sakurai Foods,Sesame Noodles,Pack,Japan,5,Japan,"5,500","5,540","5,660","5,660","5,780"
Sakurai Foods,Miso Ramen,Bowl,Japan,4,Japan,"5,500","5,540","5,660","5,660","5,780"
Sakurai Foods,ARCHE Naturküche Japanische Nudelsuppe,Pack,Japan,3.25,Japan,"5,500","5,540","5,660","5,660","5,780"
Sakurai Foods,Soy Sauce Ramen,Pack,Japan,4.75,Japan,"5,500","5,540","5,660","5,660","5,780"
Pot Noodle,Sweet & Spicy,Cup,United Kingdom,3.5,UK,360,360,360,360,370
Vifon,Pomidorowa (Mild Tomato),Pack,Poland,4,Poland,300,310,310,310,310
Ottogi,Kiss Myon,Cup,South Korea,3.75,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Ko-Lee,Instant Noodles Chicken ,Pack,United Kingdom,3.5,UK,360,360,360,360,370
Trident,Hot & Spicy 2 Minute Noodles,Pack,Australia,3.5,Australia,360,370,380,390,410
Maruchan,Yakisoba Jalapeno Cheddar,Tray,United States,4,USA,"4,280","4,080","4,100","4,130","4,400"
Right Foods,Dr. McDougall's Vegan Chicken Ramen,Cup,United States,1.75,USA,"4,280","4,080","4,100","4,130","4,400"
Pot Noodle,Jamaican Jerk!,Cup,United Kingdom,2.75,UK,360,360,360,360,370
Wai Wai,Oriental Style Instant Noodles (Dry method),Pack,Thailand,3,Thailand,"3,070","3,070","3,360","3,390","3,460"
Amino,Zurek,Pack,Poland,3.25,Poland,300,310,310,310,310
Kamfen,E-men Lobster Soup,Pack,China/Hong Kong,3.25,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Ko-Lee,Go Noodles Chicken Special,Pack,United Kingdom,3.75,UK,360,360,360,360,370
Wai Wai,Sour Soup Flavor,Pack,Thailand,3.5,Thailand,"3,070","3,070","3,360","3,390","3,460"
Pot Noodle,Sweet & Sour,Cup,United Kingdom,3.75,UK,360,360,360,360,370
Maruchan,Yakisoba Four Cheese,Tray,United States,3.75,USA,"4,280","4,080","4,100","4,130","4,400"
Mama,Shrimp (TOM YUM),Pack,Thailand,3.75,Thailand,"3,070","3,070","3,360","3,390","3,460"
Yamachan,Mild Tonkotsu,Pack,United States,5,USA,"4,280","4,080","4,100","4,130","4,400"
Maruchan,Beef,Cup,United States,3.5,USA,"4,280","4,080","4,100","4,130","4,400"
Nongshim,Jinjja Jinjja Flamin' Hot & Nutty,Pack,United States,5,USA,"4,280","4,080","4,100","4,130","4,400"
Paldo,Kokomen Spicy Chicken,Cup,South Korea,4.5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Paldo,Namja Ramen (USA version),Pack,South Korea,5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Kamfen,dried Mix Noodles Soya Bean Paste,Tray,China/Hong Kong,3.75,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
